gene_name	gene_id	transcript_id	cds_start	cds_length	tx_length	cds_end
SUMF2	ENSG00000129103.19	ENST00000652303.1	32	1077	1906	1108
HLA-E	ENSG00000204592.9	ENST00000376630.5	24	1077	2548	1100
PDCD2L	ENSG00000126249.8	ENST00000246535.4	33	1077	1157	1109
NHERF1	ENSG00000109062.12	ENST00000262613.10	220	1077	1993	1296
C19orf67	ENSG00000188032.10	ENST00000548523.6	157	1077	1443	1233
PSTK	ENSG00000179988.15	ENST00000406217.8	80	1077	1173	1156
TCEAL4	ENSG00000133142.19	ENST00000372629.4	240	1077	1511	1316
CLN5	ENSG00000102805.16	ENST00000636183.2	1440	1077	6664	2516
WDR53	ENSG00000185798.8	ENST00000332629.7	484	1077	1594	1560
ZNF391	ENSG00000124613.9	ENST00000244576.9	505	1077	4042	1581
GPR87	ENSG00000138271.6	ENST00000260843.5	334	1077	1493	1410
SAC3D1	ENSG00000168061.17	ENST00000531072.1	214	1077	1362	1290
PTGER2	ENSG00000125384.7	ENST00000245457.6	238	1077	2458	1314
GJA5	ENSG00000265107.3	ENST00000621517.1	145	1077	3183	1221
GPR20	ENSG00000204882.4	ENST00000377741.4	111	1077	1564	1187
STBD1	ENSG00000118804.9	ENST00000237642.7	38	1077	2244	1114
PPP1R3G	ENSG00000219607.4	ENST00000405617.4	146	1077	4147	1222
CEBPA	ENSG00000245848.3	ENST00000498907.3	121	1077	2601	1197
TSSK2	ENSG00000206203.5	ENST00000399635.4	93	1077	1315	1169
ANXA13	ENSG00000104537.17	ENST00000262219.10	69	1074	1588	1142
SUN3	ENSG00000164744.14	ENST00000395572.6	98	1074	1348	1171
FAM118A	ENSG00000100376.12	ENST00000216214.7	835	1074	3458	1908
CDKL1	ENSG00000100490.10	ENST00000395834.6	520	1074	5402	1593
BNIPL	ENSG00000163141.20	ENST00000368931.8	141	1074	2247	1214
SNRNP40	ENSG00000060688.13	ENST00000263694.9	38	1074	1615	1111
TWF1	ENSG00000151239.14	ENST00000548315.5	5	1074	1170	1078
NR1I3	ENSG00000143257.12	ENST00000367980.6	204	1074	1403	1277
SORD	ENSG00000140263.15	ENST00000267814.14	90	1074	4818	1163
DENND10	ENSG00000119979.18	ENST00000361432.3	31	1074	2441	1104
MRPL4	ENSG00000105364.14	ENST00000393733.6	28	1074	1620	1101
DNAAF10	ENSG00000243667.7	ENST00000295121.11	85	1074	2591	1158
ATP1B4	ENSG00000101892.12	ENST00000218008.8	81	1074	4757	1154
ZDHHC3	ENSG00000163812.16	ENST00000705994.1	69	1074	1189	1142
SLAMF1	ENSG00000117090.16	ENST00000538290.2	14	1074	1087	1087
LRPAP1	ENSG00000163956.13	ENST00000650182.1	11	1074	10446	1084
PCMTD1	ENSG00000168300.14	ENST00000360540.9	408	1074	4252	1481
ADPRH	ENSG00000144843.12	ENST00000357003.8	483	1074	3623	1556
CCN3	ENSG00000136999.5	ENST00000259526.4	88	1074	2463	1161
G6PC1	ENSG00000131482.10	ENST00000253801.7	79	1074	4164	1152
RBM43	ENSG00000184898.7	ENST00000331426.6	137	1074	4176	1210
GPRC5A	ENSG00000013588.9	ENST00000014914.6	111	1074	6582	1184
WNT9B	ENSG00000158955.11	ENST00000290015.7	57	1074	4972	1130
HTR5A	ENSG00000157219.5	ENST00000287907.3	577	1074	4555	1650
HMX3	ENSG00000188620.11	ENST00000357878.7	82	1074	2847	1155
OR2B2	ENSG00000168131.4	ENST00000303324.4	78	1074	1212	1151
BORCS6	ENSG00000196544.8	ENST00000389017.6	41	1074	1836	1114
DSN1	ENSG00000149636.16	ENST00000426836.5	374	1071	2441	1444
LGALS9B	ENSG00000170298.16	ENST00000423676.8	70	1071	1718	1140
LGALS9C	ENSG00000171916.17	ENST00000328114.11	67	1071	1715	1137
ZCWPW2	ENSG00000206559.8	ENST00000383768.7	617	1071	3357	1687
STOML2	ENSG00000165283.16	ENST00000356493.10	38	1071	1365	1108
NGDN	ENSG00000129460.17	ENST00000703257.1	18	1071	1092	1088
TMEM191B	ENSG00000278558.5	ENST00000613577.5	1	1071	1071	1071
YIPF3	ENSG00000137207.12	ENST00000506469.5	135	1071	1444	1205
RFC3	ENSG00000133119.13	ENST00000380071.8	31	1071	2306	1101
IFNGR2	ENSG00000159128.16	ENST00000381995.5	113	1071	1742	1183
OTULINL	ENSG00000145569.6	ENST00000274217.4	104	1071	7040	1174
LMAN2	ENSG00000169223.16	ENST00000303127.12	22	1071	1611	1092
HS2ST1	ENSG00000153936.18	ENST00000370550.10	403	1071	6759	1473
CHST10	ENSG00000115526.11	ENST00000264249.8	399	1071	2854	1469
NFKBIB	ENSG00000104825.17	ENST00000313582.6	65	1071	1192	1135
ST8SIA1	ENSG00000111728.11	ENST00000396037.9	476	1071	9707	1546
INO80B	ENSG00000115274.15	ENST00000233331.12	31	1071	1181	1101
GPANK1	ENSG00000204438.11	ENST00000375906.5	686	1071	2793	1756
SERTAD4	ENSG00000082497.12	ENST00000367012.4	234	1071	5222	1304
PRR19	ENSG00000188368.11	ENST00000341747.8	379	1071	1523	1449
NEUROD1	ENSG00000162992.5	ENST00000684079.1	252	1071	1871	1322
MAGEB16	ENSG00000189023.11	ENST00000399992.5	100	1071	1734	1170
IBA57	ENSG00000181873.13	ENST00000366711.4	14	1071	7828	1084
CDC42EP4	ENSG00000179604.10	ENST00000335793.4	222	1071	3098	1292
HOXB2	ENSG00000173917.11	ENST00000330070.6	199	1071	1682	1269
CCRL2	ENSG00000121797.10	ENST00000357392.4	114	1071	1593	1184
CXCR4	ENSG00000121966.8	ENST00000409817.1	305	1071	1895	1375
PCBP1	ENSG00000169564.7	ENST00000303577.7	268	1071	1727	1338
GPR32	ENSG00000142511.4	ENST00000270590.4	138	1071	1269	1208
ADAL	ENSG00000168803.16	ENST00000562188.7	577	1068	4268	1644
IFT46	ENSG00000118096.10	ENST00000264020.6	379	1068	1819	1446
RNASEH2B	ENSG00000136104.21	ENST00000646960.1	297	1068	1711	1364
SH3GL3	ENSG00000140600.17	ENST00000324537.5	493	1068	2012	1560
SLC35D1	ENSG00000116704.8	ENST00000235345.6	136	1068	6193	1203
UCHL5	ENSG00000116750.14	ENST00000367451.8	90	1068	1346	1157
STX5	ENSG00000162236.13	ENST00000294179.8	118	1068	1794	1185
LGALS9	ENSG00000168961.17	ENST00000395473.7	79	1068	1724	1146
HNRNPD	ENSG00000138668.20	ENST00000313899.12	314	1068	3068	1381
AMMECR1L	ENSG00000144233.12	ENST00000681844.1	244	1068	4756	1311
FBXO32	ENSG00000156804.7	ENST00000517956.5	193	1068	6744	1260
NTM	ENSG00000182667.15	ENST00000683400.1	193	1068	2936	1260
GNAI2	ENSG00000114353.17	ENST00000313601.11	133	1068	2219	1200
PON1	ENSG00000005421.9	ENST00000222381.8	58	1068	2393	1125
VASH2	ENSG00000143494.16	ENST00000517399.3	405	1068	4473	1472
SIRT6	ENSG00000077463.15	ENST00000337491.7	25	1068	1600	1092
GNA14	ENSG00000156049.7	ENST00000341700.7	530	1068	2497	1597
SDF4	ENSG00000078808.20	ENST00000360001.12	285	1068	1933	1352
SPSB3	ENSG00000162032.16	ENST00000566339.6	83	1068	1535	1150
SHOX2	ENSG00000168779.21	ENST00000389589.8	137	1068	2072	1204
CFHR2	ENSG00000080910.14	ENST00000367421.5	126	1068	1325	1193
TNFRSF4	ENSG00000186827.12	ENST00000699971.1	27	1068	1184	1094
IGFLR1	ENSG00000126246.10	ENST00000592537.5	102	1068	1195	1169
WNT3	ENSG00000108379.11	ENST00000225512.6	96	1068	3287	1163
VPS37C	ENSG00000167987.11	ENST00000301765.10	43	1068	2673	1110
G6PC2	ENSG00000152254.11	ENST00000375363.8	42	1068	3030	1109
CMKLR2	ENSG00000183671.13	ENST00000437420.5	490	1068	1557	1557
TSPAN10	ENSG00000182612.11	ENST00000696048.1	329	1068	1856	1396
GNAZ	ENSG00000128266.9	ENST00000615612.2	502	1068	3170	1569
KLF2	ENSG00000127528.6	ENST00000248071.6	99	1068	2820	1166
SPATA3	ENSG00000173699.17	ENST00000645363.1	1	1068	1068	1068
P2RY6	ENSG00000171631.16	ENST00000680825.1	217	1068	2404	1284
CCR8	ENSG00000179934.7	ENST00000326306.5	136	1068	1484	1203
OR1I1	ENSG00000094661.3	ENST00000641398.1	80	1068	5984	1147
CCR1	ENSG00000163823.4	ENST00000296140.4	44	1068	2646	1111
ATXN3L	ENSG00000123594.7	ENST00000380622.5	120	1068	1407	1187
GNAI1	ENSG00000127955.17	ENST00000649225.1	586	1065	2244	1650
ST3GAL4	ENSG00000110080.20	ENST00000356132.9	178	1065	1812	1242
GRAMD2A	ENSG00000175318.12	ENST00000309731.12	17	1065	3284	1081
ATXN7L3	ENSG00000087152.16	ENST00000454077.6	1	1065	3523	1065
CA12	ENSG00000074410.14	ENST00000178638.8	127	1065	6098	1191
RFC2	ENSG00000049541.11	ENST00000055077.8	17	1065	1685	1081
DHDDS	ENSG00000117682.18	ENST00000703262.1	104	1065	2410	1168
OTC	ENSG00000036473.8	ENST00000039007.5	94	1065	1522	1158
HOMER1	ENSG00000152413.15	ENST00000334082.11	1361	1065	5798	2425
MBNL3	ENSG00000076770.16	ENST00000370853.8	892	1065	12302	1956
GNAO1	ENSG00000087258.16	ENST00000262493.12	748	1065	3182	1812
HOMER2	ENSG00000103942.13	ENST00000304231.12	194	1065	1990	1258
GNAT2	ENSG00000134183.13	ENST00000679935.1	188	1065	1515	1252
GNAI3	ENSG00000065135.12	ENST00000369851.7	107	1065	9044	1171
PON3	ENSG00000105852.11	ENST00000265627.10	26	1065	1191	1090
MYBPHL	ENSG00000221986.7	ENST00000357155.2	21	1065	1342	1085
OPCML	ENSG00000183715.15	ENST00000541867.6	745	1065	7021	1809
C6orf89	ENSG00000198663.17	ENST00000355190.7	164	1065	1309	1228
GNAT3	ENSG00000214415.4	ENST00000398291.4	139	1065	1239	1203
ARG2	ENSG00000081181.8	ENST00000261783.4	59	1065	1911	1123
ERFE	ENSG00000178752.16	ENST00000546354.6	39	1065	2939	1103
CLVS1	ENSG00000177182.11	ENST00000519846.5	473	1065	3622	1537
VEGFD	ENSG00000165197.5	ENST00000297904.4	468	1065	2069	1532
HMCES	ENSG00000183624.14	ENST00000502878.6	272	1065	1952	1336
UBE2Z	ENSG00000159202.18	ENST00000360943.10	98	1065	3084	1162
NEGR1	ENSG00000172260.15	ENST00000357731.10	46	1065	12613	1110
ERFL	ENSG00000268041.3	ENST00000597630.3	424	1065	2012	1488
KLHDC8B	ENSG00000185909.15	ENST00000332780.4	223	1065	1972	1287
CCN6	ENSG00000112761.22	ENST00000604763.5	120	1065	1250	1184
CD68	ENSG00000129226.14	ENST00000250092.11	41	1065	1705	1105
OTX1	ENSG00000115507.10	ENST00000366671.7	277	1065	2861	1341
WNT11	ENSG00000085741.14	ENST00000322563.8	96	1065	1900	1160
HAPLN1	ENSG00000145681.11	ENST00000274341.9	94	1065	4849	1158
L3HYPDH	ENSG00000126790.12	ENST00000247194.9	93	1065	1516	1157
FAM181A	ENSG00000140067.7	ENST00000267594.5	308	1065	1816	1372
PAQR8	ENSG00000170915.9	ENST00000360726.3	178	1065	4655	1242
NXPH3	ENSG00000182575.8	ENST00000513748.1	99	1065	1530	1163
NKX2-4	ENSG00000125816.5	ENST00000351817.5	128	1065	1738	1192
P2RY13	ENSG00000181631.7	ENST00000325602.6	22	1065	2765	1086
CREBZF	ENSG00000137504.15	ENST00000527447.2	255	1065	7140	1319
ATOH1	ENSG00000172238.6	ENST00000306011.6	175	1065	2212	1239
KTI12	ENSG00000198841.4	ENST00000371614.2	50	1065	1708	1114
OR51T1	ENSG00000176900.2	ENST00000380378.1	1	1065	1065	1065
SLC25A14	ENSG00000102078.16	ENST00000612248.4	262	1062	1734	1323
HNRNPA2B1	ENSG00000122566.22	ENST00000354667.8	170	1062	3664	1231
CENPN	ENSG00000166451.14	ENST00000393335.7	75	1062	1556	1136
MRPL39	ENSG00000154719.14	ENST00000307301.11	43	1062	1199	1104
BRIX1	ENSG00000113460.13	ENST00000336767.6	29	1062	1591	1090
TRIM63	ENSG00000158022.7	ENST00000374272.4	137	1062	1770	1198
PLEK2	ENSG00000100558.9	ENST00000216446.9	107	1062	1513	1168
MDH1	ENSG00000014641.21	ENST00000539945.7	82	1062	1296	1143
IL15RA	ENSG00000134470.21	ENST00000397248.6	15	1062	1799	1076
PSMD8	ENSG00000099341.13	ENST00000700293.1	40	1062	1199	1101
THUMPD1	ENSG00000066654.14	ENST00000381337.6	346	1062	4122	1407
MRM1	ENSG00000278619.5	ENST00000614766.5	229	1062	1839	1290
WNT7B	ENSG00000188064.10	ENST00000409496.7	479	1062	2285	1540
ISG20L2	ENSG00000143319.17	ENST00000368219.2	470	1062	2985	1531
DND1	ENSG00000256453.2	ENST00000542735.2	35	1062	1595	1096
A4GALT	ENSG00000128274.17	ENST00000642412.2	262	1062	2092	1323
BDKRB1	ENSG00000100739.11	ENST00000216629.11	221	1062	1301	1282
LPAR3	ENSG00000171517.6	ENST00000370611.4	210	1062	3515	1271
TSKU	ENSG00000182704.8	ENST00000527881.1	1027	1062	3554	2088
C2CD4D	ENSG00000225556.2	ENST00000454109.1	587	1062	1757	1648
GPR139	ENSG00000180269.8	ENST00000570682.2	275	1062	4832	1336
FPR3	ENSG00000187474.5	ENST00000339223.5	186	1062	2627	1247
S1PR2	ENSG00000267534.4	ENST00000646641.1	171	1062	3643	1232
MCHR1	ENSG00000128285.5	ENST00000249016.5	170	1062	2115	1231
JUN	ENSG00000177606.9	ENST00000710273.1	912	1062	3257	1973
PNMA1	ENSG00000176903.5	ENST00000316836.5	746	1062	2602	1807
VN1R1	ENSG00000178201.5	ENST00000321039.5	655	1062	2351	1716
MAFA	ENSG00000182759.4	ENST00000333480.3	327	1062	2669	1388
DYNC2LI1	ENSG00000138036.18	ENST00000605786.5	58	1059	1346	1116
TBATA	ENSG00000166220.14	ENST00000456372.4	367	1059	1563	1425
TMOD3	ENSG00000138594.14	ENST00000308580.12	259	1059	8232	1317
AMBP	ENSG00000106927.12	ENST00000265132.8	92	1059	1262	1150
RAD51AP1	ENSG00000111247.15	ENST00000228843.13	51	1059	2163	1109
SPDYE16	ENSG00000185040.14	ENST00000633306.2	544	1059	3129	1602
SPDYE18	ENSG00000205482.11	ENST00000510091.4	485	1059	3077	1543
SH3GL2	ENSG00000107295.10	ENST00000380607.5	178	1059	2617	1236
NUDT13	ENSG00000166321.14	ENST00000357321.9	123	1059	2101	1181
SYAP1	ENSG00000169895.6	ENST00000380155.4	114	1059	6153	1172
HSH2D	ENSG00000196684.12	ENST00000616645.4	532	1059	2366	1590
KMT5A	ENSG00000183955.14	ENST00000402868.8	68	1059	2776	1126
MKX	ENSG00000150051.14	ENST00000375790.9	434	1059	3846	1492
PJVK	ENSG00000204311.15	ENST00000644580.2	415	1059	2301	1473
OTULIN	ENSG00000154124.6	ENST00000284274.5	109	1059	7969	1167
AGMAT	ENSG00000116771.6	ENST00000375826.4	85	1059	3095	1143
PRSS55	ENSG00000184647.11	ENST00000328655.8	55	1059	1139	1113
AQP4	ENSG00000171885.18	ENST00000672981.2	19	1059	5158	1077
RNF39	ENSG00000204618.10	ENST00000244360.8	185	1059	2084	1243
WNT3A	ENSG00000154342.6	ENST00000284523.2	132	1059	2996	1190
MUL1	ENSG00000090432.7	ENST00000264198.5	128	1059	2428	1186
NAT1	ENSG00000171428.15	ENST00000545197.3	76	1059	1902	1134
CHST11	ENSG00000171310.11	ENST00000303694.6	465	1059	5734	1523
KERA	ENSG00000139330.6	ENST00000266719.4	290	1059	2203	1348
LTB4R	ENSG00000213903.9	ENST00000396789.4	1726	1059	4110	2784
INHBC	ENSG00000175189.4	ENST00000309668.3	104	1059	3202	1162
CCR5	ENSG00000160791.14	ENST00000292303.5	55	1059	3358	1113
HOXD9	ENSG00000128709.13	ENST00000249499.8	51	1059	1871	1109
NECAB1	ENSG00000123119.12	ENST00000417640.7	113	1056	5049	1168
SYCE1	ENSG00000171772.17	ENST00000343131.7	55	1056	1255	1110
GLT1D1	ENSG00000151948.12	ENST00000537468.1	10	1056	1714	1065
PAX4	ENSG00000106331.19	ENST00000639438.3	407	1056	2234	1462
BOLL	ENSG00000152430.19	ENST00000696103.1	76	1056	2796	1131
PTGR2	ENSG00000140043.12	ENST00000267568.8	222	1056	2559	1277
TMOD2	ENSG00000128872.10	ENST00000249700.9	186	1056	9150	1241
DTNBP1	ENSG00000047579.20	ENST00000344537.10	160	1056	1383	1215
FAM118B	ENSG00000197798.9	ENST00000533050.6	126	1056	2016	1181
ATPAF1	ENSG00000123472.13	ENST00000576409.5	64	1056	4158	1119
AKAP7	ENSG00000118507.19	ENST00000683794.1	298	1056	2281	1353
GPD1L	ENSG00000152642.11	ENST00000282541.10	93	1056	3947	1148
EIF2B2	ENSG00000119718.11	ENST00000266126.10	71	1056	4304	1126
ZPBP	ENSG00000042813.8	ENST00000046087.7	53	1056	1195	1108
MCU	ENSG00000156026.15	ENST00000373053.8	10	1056	2937	1065
PAQR6	ENSG00000160781.17	ENST00000335852.6	682	1056	2277	1737
PPP1R8	ENSG00000117751.18	ENST00000311772.10	55	1056	2340	1110
FAM47E-STBD1	ENSG00000272414.6	ENST00000515604.5	27	1056	3029	1082
ACTMAP	ENSG00000188493.15	ENST00000378313.7	675	1056	3302	1730
WNT8B	ENSG00000075290.8	ENST00000343737.6	161	1056	2144	1216
THOC3	ENSG00000051596.10	ENST00000265097.9	108	1056	1601	1163
APOL4	ENSG00000100336.18	ENST00000352371.5	226	1056	3227	1281
WNT4	ENSG00000162552.15	ENST00000290167.11	176	1056	3968	1231
CD2	ENSG00000116824.5	ENST00000369478.4	64	1056	1565	1119
ATF4	ENSG00000128272.18	ENST00000404241.6	774	1056	1910	1829
ZNF124	ENSG00000196418.13	ENST00000543802.3	144	1056	2776	1199
TMEM236	ENSG00000148483.9	ENST00000377495.2	96	1056	5515	1151
PRB3	ENSG00000197870.14	ENST00000538488.3	39	1056	1227	1094
MOAP1	ENSG00000165943.5	ENST00000298894.5	364	1056	2407	1419
FPR2	ENSG00000171049.9	ENST00000598953.1	190	1056	1544	1245
ROM1	ENSG00000149489.9	ENST00000278833.4	26	1056	1358	1081
TMEM115	ENSG00000126062.4	ENST00000266025.4	459	1056	2107	1514
TAAR2	ENSG00000146378.6	ENST00000367931.1	1	1056	1056	1056
TMEM30B	ENSG00000182107.7	ENST00000555868.2	192	1056	3969	1247
PRKACG	ENSG00000165059.8	ENST00000377276.5	22	1056	1610	1077
NDUFAF1	ENSG00000137806.10	ENST00000558719.2	431	1054	1484	1484
CSNK2A2	ENSG00000070770.10	ENST00000262506.8	371	1053	1887	1423
TGDS	ENSG00000088451.11	ENST00000261296.7	17	1053	1797	1069
RNF167	ENSG00000108523.16	ENST00000571816.5	501	1053	1728	1553
IZUMO1	ENSG00000182264.9	ENST00000332955.7	549	1053	1657	1601
PCGF6	ENSG00000156374.16	ENST00000369847.4	75	1053	2236	1127
KLHDC8A	ENSG00000162873.15	ENST00000367156.7	818	1053	3177	1870
GNAT1	ENSG00000114349.10	ENST00000232461.8	117	1053	3599	1169
ATP6AP2	ENSG00000182220.15	ENST00000636580.2	97	1053	2242	1149
PLEK	ENSG00000115956.10	ENST00000234313.8	71	1053	2760	1123
NUDT9	ENSG00000170502.13	ENST00000302174.9	334	1053	2820	1386
GYG1	ENSG00000163754.18	ENST00000345003.9	102	1053	5996	1154
CERS1	ENSG00000223802.9	ENST00000623882.4	87	1053	2579	1139
ATP6V0D2	ENSG00000147614.4	ENST00000285393.4	70	1053	2370	1122
MTHFD2	ENSG00000065911.13	ENST00000394053.7	28	1053	4403	1080
NPIPA1	ENSG00000183426.17	ENST00000328085.10	1	1053	1084	1053
NPIPA5	ENSG00000183793.14	ENST00000360151.9	1	1053	1084	1053
ST3GAL2	ENSG00000157350.13	ENST00000342907.3	1156	1053	7920	2208
TMEM185A	ENSG00000269556.9	ENST00000600449.8	213	1053	2720	1265
STK16	ENSG00000115661.14	ENST00000409260.5	109	1053	1493	1161
OGFOD2	ENSG00000111325.16	ENST00000228922.12	9	1053	1757	1061
DTX3	ENSG00000178498.16	ENST00000551632.1	136	1053	1840	1188
ZNF367	ENSG00000165244.7	ENST00000375256.5	339	1053	3687	1391
POMK	ENSG00000185900.11	ENST00000331373.10	259	1053	1868	1311
RP2	ENSG00000102218.6	ENST00000218340.4	59	1053	3700	1111
MCL1	ENSG00000143384.14	ENST00000678770.1	81	1053	1256	1133
FPR1	ENSG00000171051.10	ENST00000594900.2	474	1053	1695	1526
CCNO	ENSG00000152669.9	ENST00000282572.5	86	1053	1361	1138
SLC35E4	ENSG00000100036.13	ENST00000343605.5	671	1053	2585	1723
INHBE	ENSG00000139269.3	ENST00000266646.3	231	1053	2460	1283
MTNR1A	ENSG00000168412.7	ENST00000703170.1	203	1053	8152	1255
FOXA3	ENSG00000170608.3	ENST00000302177.3	132	1053	1923	1184
SPESP1	ENSG00000258484.4	ENST00000310673.4	130	1053	1406	1182
CXCR1	ENSG00000163464.8	ENST00000295683.3	89	1053	2459	1141
ACKR4	ENSG00000129048.7	ENST00000249887.3	64	1053	2310	1116
C5AR1	ENSG00000197405.8	ENST00000355085.4	36	1053	2324	1088
TMEM185B	ENSG00000226479.4	ENST00000426077.3	425	1053	5922	1477
CRYZL1	ENSG00000205758.12	ENST00000381554.8	68	1050	1598	1117
GLT8D2	ENSG00000120820.13	ENST00000548660.5	658	1050	1835	1707
TMEM255A	ENSG00000125355.16	ENST00000309720.9	125	1050	3394	1174
KHDRBS2	ENSG00000112232.10	ENST00000281156.5	278	1050	2329	1327
TWF2	ENSG00000247596.10	ENST00000305533.10	143	1050	1614	1192
RPF1	ENSG00000117133.11	ENST00000370654.6	17	1050	1948	1066
DCDC2B	ENSG00000222046.3	ENST00000409358.2	6	1050	1350	1055
USF2	ENSG00000105698.16	ENST00000594064.5	1	1050	1179	1050
ERI1	ENSG00000104626.15	ENST00000519292.5	221	1050	2107	1270
TMX4	ENSG00000125827.9	ENST00000246024.7	149	1050	6103	1198
FAM98C	ENSG00000130244.13	ENST00000252530.10	62	1050	1313	1111
TRUB1	ENSG00000165832.6	ENST00000298746.5	60	1050	3406	1109
GPD1	ENSG00000167588.13	ENST00000301149.8	44	1050	2887	1093
HIF1AN	ENSG00000166135.14	ENST00000299163.7	17	1050	12927	1066
DRAXIN	ENSG00000162490.7	ENST00000294485.6	155	1050	7365	1204
ABHD5	ENSG00000011198.10	ENST00000644371.2	56	1050	5298	1105
PTER	ENSG00000165983.15	ENST00000378000.5	247	1050	3777	1296
ISL1	ENSG00000016082.15	ENST00000230658.12	225	1050	2394	1274
CEACAM8	ENSG00000124469.12	ENST00000244336.10	97	1050	2297	1146
CCN2	ENSG00000118523.6	ENST00000367976.4	201	1050	2338	1250
SLC10A1	ENSG00000100652.5	ENST00000216540.5	87	1050	2002	1136
WNT7A	ENSG00000154764.6	ENST00000285018.5	256	1050	3991	1305
KLHDC9	ENSG00000162755.14	ENST00000368011.9	176	1050	1347	1225
GALR1	ENSG00000166573.6	ENST00000299727.5	702	1050	10749	1751
HARBI1	ENSG00000180423.4	ENST00000326737.3	249	1050	1967	1298
GPR21	ENSG00000188394.8	ENST00000616002.3	473	1050	1571	1522
TAF7	ENSG00000178913.9	ENST00000624761.2	459	1050	1508	1508
FKBPL	ENSG00000204315.4	ENST00000375156.4	269	1050	1342	1318
GALE	ENSG00000117308.15	ENST00000617979.5	120	1047	1516	1166
ERLIN1	ENSG00000107566.14	ENST00000407654.7	84	1047	1453	1130
TUSC3	ENSG00000104723.21	ENST00000503731.6	169	1047	3697	1215
TCEA3	ENSG00000204219.11	ENST00000450454.7	116	1047	1719	1162
RAD51D	ENSG00000185379.21	ENST00000590016.6	248	1047	10026	1294
POLR3F	ENSG00000132664.13	ENST00000697647.1	123	1047	2234	1169
CAPG	ENSG00000042493.16	ENST00000409724.5	105	1047	1151	1151
NCF4	ENSG00000100365.16	ENST00000397147.7	185	1047	1643	1231
BCAP29	ENSG00000075790.12	ENST00000445771.6	52	1047	1157	1098
CD200R1	ENSG00000163606.11	ENST00000308611.8	247	1047	3765	1293
GET3	ENSG00000198356.12	ENST00000591090.5	103	1047	1368	1149
CYLC2	ENSG00000155833.15	ENST00000374798.8	49	1047	2149	1095
RSPH14	ENSG00000100218.12	ENST00000216036.9	95	1047	1188	1141
HFE	ENSG00000010704.19	ENST00000485729.2	11	1047	2118	1057
LPAR2	ENSG00000064547.14	ENST00000542587.5	913	1047	2546	1959
SLC10A2	ENSG00000125255.7	ENST00000245312.5	169	1047	3350	1215
RHO	ENSG00000163914.5	ENST00000296271.4	96	1047	2768	1142
DEDD	ENSG00000158796.17	ENST00000368005.5	88	1047	1256	1134
TMPRSS12	ENSG00000186452.11	ENST00000398458.4	40	1047	1457	1086
HPR	ENSG00000261701.9	ENST00000540303.7	31	1047	1242	1077
ZSCAN16	ENSG00000196812.6	ENST00000685330.1	271	1047	1449	1317
SBK2	ENSG00000187550.9	ENST00000413299.6	83	1047	2251	1129
CTU1	ENSG00000142544.7	ENST00000421832.3	85	1047	2126	1131
ZNF843	ENSG00000176723.10	ENST00000315678.10	490	1047	1905	1536
GBX2	ENSG00000168505.7	ENST00000306318.5	416	1047	2140	1462
SCRT1	ENSG00000261678.3	ENST00000569446.3	314	1047	3980	1360
HMX1	ENSG00000215612.8	ENST00000400677.5	226	1047	1917	1272
YOD1	ENSG00000180667.11	ENST00000315927.9	179	1047	6396	1225
TAAR9	ENSG00000237110.3	ENST00000434551.3	14	1047	1060	1060
MAP2K3	ENSG00000034152.20	ENST00000342679.9	211	1044	2256	1254
HMG20A	ENSG00000140382.15	ENST00000381714.7	429	1044	4112	1472
NEK6	ENSG00000119408.17	ENST00000373600.7	216	1044	3619	1259
DAO	ENSG00000110887.8	ENST00000228476.8	143	1044	1694	1186
ITGB1BP2	ENSG00000147166.11	ENST00000373829.8	58	1044	1280	1101
NFYA	ENSG00000001167.15	ENST00000341376.11	173	1044	6209	1216
HDAC11	ENSG00000163517.15	ENST00000295757.8	43	1044	2819	1086
LRP2BP	ENSG00000109771.16	ENST00000505916.6	1168	1044	5519	2211
SCAMP3	ENSG00000116521.11	ENST00000302631.8	210	1044	1545	1253
TFEC	ENSG00000105967.16	ENST00000265440.12	204	1044	6646	1247
LRRC69	ENSG00000214954.9	ENST00000448384.3	44	1044	1344	1087
MTHFD2L	ENSG00000163738.19	ENST00000395759.6	28	1044	2354	1071
GBGT1	ENSG00000148288.13	ENST00000372040.9	282	1044	1954	1325
NHLRC3	ENSG00000188811.14	ENST00000379600.8	185	1044	3411	1228
TMIGD3	ENSG00000121933.19	ENST00000369716.9	280	1044	1662	1323
CD5L	ENSG00000073754.6	ENST00000368174.5	108	1044	2204	1151
MAGEB1	ENSG00000214107.9	ENST00000378981.8	337	1044	1881	1380
MAGEB10	ENSG00000177689.10	ENST00000356790.2	246	1044	1953	1289
OR2M2	ENSG00000198601.4	ENST00000641211.1	148	1044	1229	1191
NODAL	ENSG00000156574.10	ENST00000287139.8	15	1044	2058	1058
PURG	ENSG00000172733.12	ENST00000523392.2	286	1044	2218	1329
OR6J1	ENSG00000255804.2	ENST00000540461.2	283	1044	4165	1326
LRG1	ENSG00000171236.10	ENST00000306390.7	24	1044	2605	1067
JUNB	ENSG00000171223.6	ENST00000302754.6	287	1044	1830	1330
JUND	ENSG00000130522.6	ENST00000252818.5	139	1044	1929	1182
GPR148	ENSG00000173302.5	ENST00000309926.4	83	1044	1267	1126
OR1L6	ENSG00000171459.4	ENST00000373684.1	1	1044	1044	1044
SARAF	ENSG00000133872.14	ENST00000521265.5	1	1043	1741	1043
